Review;Label;Sentiment;Domain
The game is pretty fun but it's not realtime at all. Racing a shadow and the whole idea of stunts making or breaking a race are kind of bogus;Dep;Positive;Games   
For me it was free, but I could only do the first level without having to pay. But I had to pay for every other level, so I didn't really like how it did that.;Mis;Negative;Games    
I paid 10 for an app that doesn't work. It constantly crashes  I end up losing toads because of it. Disappointing. Would definitely uninstall if I hadn't paid for it.;Dep;Negative;Games   
this game honestly is so fun but my one problem is once u finish 3 levels u have to by the rest of the game and a lot of people parents don't let there kids spend money on games but if it was free than everybody would have the joy of playing the whole game. otherwise i thought it is great;Mis;Positive;Games    
Nintendo has yet made another perfect game with mario The only sad thing is is that you have to buy the full game to be able to unlock all of the characters. But that's ok You can still be mario, toad, blue Yoshi, and toadette;Mis;Positive;Games   
Game is great  it isn't free though so that's misleading. ;Dep;Negative;Games    
Worst part is you have to reset the app after every round of toad rally unless you lose.  The buttons won't take you out of it.;Usa;Negative;Games   
And you have to play toad rally to get other characters.;Mis;Positive;Games    
Only world 1 is free and short Toad Rally competitions. The other 5 or 6 world access, you need to pay 10 minus 1 cent. If i knew that before, I wouldn't download the game.;Mis;Positive;Games    
Auto runs for you, auto jumps over bad guys, so not really playing the game. I want the ability to control the game myself. Please make it happen.;Dep,Usa;Negative;Games   
It's fun, however, it's not worth 10.;Mis;Positive;Games   
I cant even get the game to start and i've done everything.;Mis;Neutral;Games    
Good but needs internet. I don\'t play it much but it\'s fun. It would be awesome if I could play without the internet connection. It is a hassel and being connected all the time is not possible.;Sup;Positive;Games    
I lived this game. Amazing and fun. Liked the idea. Cool how you can play with one hand. But then, I learned that to complete more levels you had to pay. Most professional video game maker companies don't require to pay to continue playing. For example, take Clash Royale. Legendary game, any video gamer knows it. You can play the whole game without paying a dime, but on the side, there is a optional feature where you can buy gems or coins. Or, maybe decide for no coins in the game, like slither.io. You have to learn from the best. Please fix this, and I guarantee better reviews.;Mis;Positive;Games   
This game is really fun but it is not worth 10 dollars. Also, there are some glitches in toad rally that are really frustrating. Annoying and fix it.;Dep;Negative;Games   
I paid for this game and I deleted for no reason and I got it again and now I can't link account and have to pay 10 dollars again;Sup;Negative;Games   
I liked the game and loved the game in the U.S aka America but when I visited another country they said the time on my device is incorrect but it is correct in the country I'm visiting so Mario is so racist;Mis;Negative;Games   
I love the game and it never has any bugs or crashes or glitches but HOWEVER I hate that it makes you pay for EVERY DUMB OTHER LEVEL They give you the first Four levels but the rest is 9.99they know better nentendo.;Mis;Negative;Games    
I have been a huge Mario fan since I was little and I was so excited when I was looking through the App Store to see the Nintendo app. However, once I completed world one it said I had to pay for the rest of the worlds to unlock them. I got the app because it was free and I find it pointless to pay for games and it was very disappointing to find that you could only do the first world. I have been waiting for Mario to come an app for YEARS and now it is and I still can't play it. The app was fun and it let me down...;Mis;Positive;Games    
You need to pay 10 dollars for the full game;Mis;Negative;Games    
Right. Is this game is boring and now I ran out of toad tallies because I play with a lot of people and  I always WIN and I have to pay for toad tallies and I have to pay for going to level four and buying some dumb screen of bowser how dumb is that even though I have created a club Nintendo account yesterday for u Nintendo  and they just want ;Usa;Negative;Games    
good game but I ain't paying 10;Mis;Positive;Games    
I don't like how you have to pay to keep going. Everyone's trying to make a buck..;Mis;Negative;Games    
Brings back so many Memories;Mis;Neutral;Games    
This game was fun to play while it lasted but I've already gotten almost everything I can free and I'm not going to spend 10 dollars on a game that is this short sorry.;Mis;Positive;Games    
Why do we have to pay that's stupid ;Mis;Negative;Games    
